id,name,lat,lng
3269,Jurajska,52.162390,20.992240
3270,Areszt Śledczy Służewiec,52.159830,20.992320
3275,Julianów,52.100305,21.053498
3278,Ogrody Działkowe Wilanówka,52.163188,21.107832
3279,Metro Służew,52.173342,21.026892
3280,Metro Imielin,52.150203,21.046395
3281,Metro Natolin,52.140012,21.058608
3282,Metro Kabaty,52.131664,21.065653
3283,Mielczarskiego,52.131232,21.059360
3284,Rybałtów,52.131677,21.055935
3285,Południowa,52.096165,21.122962
3286,Rakowiecka-Sanktuarium,52.205211,20.999071
3287,Wąwozowa,52.132730,21.075735
3288,Zaruby,52.132147,21.072043
3289,Hołubcowa,52.155997,21.000094
3290,Poloneza,52.154506,21.008114
3291,Makolągwy,52.145318,21.026627
3292,CH Ursynów,52.142495,21.025766
3293,Wiolinowa,52.158374,21.030624
3294,Zakamarek,52.130390,21.115990
3295,Latoszki,52.131678,21.128368
3296,Rosy,52.131497,21.135234
3297,Okrzeszyn,52.129290,21.145416
3298,Koncertowa,52.163555,21.026887
3299,Szpital Południowy,52.145364,21.037423
3300,Hospicjum Onkologiczne,52.143611,21.038237
3301,Malinowskiego,52.149862,21.038194
3304,Borowa,52.106220,21.113243
3305,Ogród Botaniczny,52.105109,21.098748
3307,Lipowa,52.039302,20.949167
3308,Siekierki-Sanktuarium,52.206660,21.082960
3309,Karczocha,52.173729,21.049878
3311,Wilanówka,52.125973,21.142068
3312,Kępa Okrzewska,52.131951,21.149732
3313,Kępa Okrzewska-Cmentarz,52.135004,21.152888
3314,os.Konstancja,52.109083,21.112867
3315,Wczasowa,52.105787,21.106345
3317,Tuzinowa,52.185340,21.098213
3318,Spiralna,52.185806,21.094393
3319,Łucznicza,52.181714,21.088688
3320,Wojska Polskiego,52.075002,21.021853
3321,Jarząbka,52.073713,21.015491
3323,Małe Siekierki,52.203072,21.066729
3324,Ogrody Działkowe Czerniaków,52.202004,21.060112
3325,Beethovena,52.194471,21.048876
3326,Do Fortu,52.197320,20.989388
3327,Cm.Południowy-Brama Płd.,52.056423,20.897921
3328,Cm.Południowy-Brama Wsch.,52.057422,20.905383
3329,Kuleszówka,52.059849,20.911594
3330,Orzechowa,52.054763,20.924684
3331,Rybna,52.048733,20.932283
3332,Żwirowa,52.068430,20.961402
3333,Pileckiego,52.140973,21.040101
3334,os.Patio,52.127026,21.096316
3335,Pomorska,52.063120,21.015673
3336,Kabaty-STP,52.126475,21.065745
3337,Wałbrzyska-Cmentarz,52.173472,21.035863
3338,Bacha,52.169392,21.026183
3339,Ładna,52.044922,20.951397
3342,Osmańska-DHL,52.150832,20.994766
3343,Osmańska,52.156238,20.995709
3344,Agatowa,52.094632,21.032745
3345,Wilanowska,52.093443,21.037317
3346,Komety,52.096360,21.040747
3347,Magnolii,52.099294,21.044608
3348,Kameralna,52.102046,21.049580
3350,Bąkówka,52.040855,20.955935
3351,Robercin,52.048709,20.943513
3352,Osiedlowa,52.098071,21.027562
3353,Oś Królewska,52.164036,21.069852
3354,Świątynia Opatrzności Bożej,52.159523,21.072934
3355,os.Grapa,52.087680,21.124374
3356,Od Lasu,52.078899,21.133065
3357,Łyczyńska,52.063141,21.150806
3358,Słomczyn-Szkoła,52.060908,21.153696
3359,Jabłoniowa,52.057160,21.159795
3360,Turowice,52.051031,21.166826
3361,Kawęczyn,52.046030,21.172421
3362,Kawęczyn II,52.038561,21.176589
3363,Brześce,52.029957,21.184388
3364,Wólka Załęska,52.011616,21.195242
3365,Ku Słońcu,52.002614,21.197251
3366,Moczydłów,51.998883,21.199839
3367,Wyszyńskiego,51.994015,21.209670
3368,Rynek,51.981621,21.217428
3369,Pijarska,51.986764,21.214091
3370,Dworcowa,52.072559,21.015870
3373,Solec,52.030849,21.108180
3376,Tomice,52.010055,21.153472
3377,Kąty,52.002203,21.170586
3378,Mikówiec,51.996833,21.182352
3382,Korbońskiego,52.130150,21.097821
3383,Komputerowa,52.176507,20.993018
3384,Nadarzyńska,52.071978,21.023133
3386,Wiechy,52.128503,21.138110
3387,Cyraneczki,52.100264,21.047595
3388,Ku Wiśle,52.212210,21.063621
3389,Sągi,52.138788,21.144639
3390,Bytnara,52.191482,21.001540
3391,Sarmacka,52.158179,21.082219
3392,Bruzdowa-Kościół,52.144775,21.141974
3393,Prętowa,52.142552,21.144759
3394,Calowa,52.141883,21.148194
3395,Farbiarska,52.122415,21.013603
3396,Jeziorki Płn.,52.123759,21.007658
3397,Sarabandy,52.123196,21.002765
3398,Kórnicka,52.124074,20.998397
3399,PKP Dawidy,52.126445,20.993416
3400,os.Kabaty,52.128946,21.068699
3403,Warchałowskiego,52.144223,21.043705
3407,Dawidy,52.130508,20.985192
3409,os.Nowy Mokotów,52.184947,20.988576
3411,Domaniewska Office Park,52.183188,20.993632
3412,Park Postępu,52.183200,20.998941
3413,Taneczna,52.152459,21.014953
3414,Samsonowska,52.149503,21.015323
3415,Kondracka,52.146450,21.015266
3416,Flamenco,52.144273,21.011310
3420,Łukaszczyka,52.147219,21.029412
3421,Wiedeńska,52.130858,21.094473
3422,Rów Natoliński,52.131025,21.089504
3423,Rosnowskiego,52.130334,21.078922
3424,Pozytywki,52.110492,21.012539
3425,Buska,52.177598,21.068306
3426,Przy Bażantarni,52.137870,21.065139
3427,"Batalionu AK ""Bałtyk""",52.205474,21.064010
3428,"Grupy AK ""Północ""",52.207915,21.059813
3429,Betoniarnia,52.183291,21.084910
3431,Kościelna,52.075478,21.025676
3433,Langego,52.183342,21.008791
3437,Strumykowa,52.085052,21.044676
3438,Urbanistów,52.089170,21.049032
3439,Srebrnych Świerków,52.097485,21.053166
3440,Nadziei,52.091855,21.050830
3441,Warszawska,52.111899,21.110847
3443,Łukowa,52.175571,21.042018
3446,Wenus,52.095398,21.052470
3448,Dworska,52.084863,21.069798
3449,Długa,52.078361,21.068321
3451,Wyględowska,52.192615,20.985246
3453,Etiudy Rewolucyjnej,52.189090,20.989582
3454,Indiry Gandhi,52.141513,21.033170
3455,Pijarska-Osiedle,51.986131,21.212442
3456,Instytut Hematologii,52.144263,21.034197
3457,Baniocha-Marki,52.016200,21.140192
3459,Adamowicza,51.992616,21.191374
3460,Pijarska-Basen,51.988908,21.199533
3462,Tukanów,52.079707,21.008498
3463,Pawia,52.076337,21.012038
3464,Targowisko,52.074249,21.011946
3465,Nawłocka,52.109903,20.999842
3466,os.Pozytywny Mokotów,52.185516,20.998250
3467,"Oczyszczalnia ""Południe""",52.182791,21.098804
3468,św.U.Ledóchowskiej,52.154943,21.072035
3470,Bergamotki,52.179020,21.044354
3474,Kalwaryjska,51.981755,21.211427
3477,Os.Elektra,52.091476,21.032950
3478,Ławki,51.947201,21.074459
3479,Polna,51.951400,21.083660
3480,Goworka,52.211067,21.022495
3481,Brzoskwiniowa,52.031481,20.917686
3483,Główna,51.946860,21.068328
3484,Klonowa,51.968163,21.016360
3489,Sielecka,52.206622,21.040337
3601,Kabaty,52.131768,21.065504
3602,Natolin,52.141306,21.056378
3603,Imielin,52.149447,21.046045
3604,Stokłosy,52.156545,21.034098
3605,Ursynów,52.162304,21.027670
3606,Służew,52.172935,21.026417
3607,Wilanowska,52.182132,21.023061
3608,Wierzbno,52.190168,21.016709
3609,Racławicka,52.199222,21.012176
3610,Pole Mokotowskie,52.207304,21.008418
3700,Dębowa,51.971204,21.046152
3701,Zgoda,52.075420,21.029330
3703,Główna,51.952708,21.041207
3704,Biały Ług,51.948640,21.053941
3705,Zagórna,51.949770,21.067745
3706,Dobra,51.953930,21.075720
3707,Akacjowa,51.960305,21.075126
3709,Czarnej Olchy,51.942905,20.986569
3710,Wojewódzka,52.014381,20.901705
3711,Zawadzka,52.018977,20.904431
3712,Ciszyca II,52.106397,21.178216
3716,Dębówka,52.049924,21.190860
3718,Parcela II,52.065824,21.154401
3719,Parcela I,52.069702,21.153972
3720,Wólka Dworska,52.015047,21.201102
3721,Wólka Dworska-Wisła,52.018262,21.219797
3722,Wiślana,52.033467,21.211005
3723,Podłęcze,52.037512,21.203732
3724,Oborska,52.079573,21.099698
3727,Kawęczyn Dolny,52.049687,21.174242
3728,Dębówka II,52.044714,21.196021
3730,Polna,52.058790,21.046897
3734,Starochylicka,52.077650,21.058000
3735,Trzeciakowskich,52.071516,21.056483
3736,Królika,52.066902,21.052412
3737,Gołębia,52.063069,21.051133
3738,Stefanów,52.052082,21.061766
3739,Pilawa,52.038863,21.087817
3740,Brzózek,52.027230,21.088990
3741,Kasztanowa,52.020267,21.090173
3742,Dobiesz,52.001417,21.110889
3743,Ogrodowa,51.990655,21.109292
3744,Akacjowa,51.982038,21.114840
3745,Cendrowice,51.967449,21.132874
3746,Sobików,51.961814,21.133657
3747,Główna,52.054831,21.041394
3749,Podłęcze II,52.025454,21.218491
3750,Główna,52.039169,20.996150
3751,Jazgarzew-Szkoła,52.037321,20.996657
3752,Łbiska,52.023855,21.002932
3753,Pęchery,52.008514,21.001185
3756,Zachodnia,52.049281,21.005855
3757,Nowinek,52.015925,21.040529
3759,Julianów,51.953723,21.096734
3760,Obręb II,51.954991,21.107891
3762,Kolonia Sobików,51.970946,21.155129
3763,Krzaki Czaplinkowskie,51.974599,21.173977
3764,Marianki,51.980997,21.190697
3765,Cmentarz,51.984617,21.195740
3767,Łubna,52.033953,21.122180
3768,Szymanów,52.043095,21.114253
3769,Baniocha-Centrum,52.022658,21.126276
3771,Łbiska-Szkoła,52.019633,21.005610
3772,Stadion,51.971116,21.213828
3773,Czersk-Zamek,51.959091,21.231723
3774,Warecka,51.955603,21.224429
3775,Przyborowie,51.954391,21.213160
3776,Szpruch,51.943763,21.212931
3777,Linin-Osiedle,51.938868,21.198636
3778,Linin,51.938129,21.176928
3779,Wincentów I,51.940895,21.165721
3780,Wincentów II,51.943033,21.154763
3781,Wspólna,51.946957,21.154792
3782,Czaplinek II,51.956334,21.135236
3783,Czachówek-Szkoła,51.959948,21.088211
3784,Czarny Las,51.974601,21.105418
3785,Czaplinek I,51.948906,21.137742
3786,Dobiesz II,52.005703,21.107155
3787,Okrzewska I,52.121753,21.149433
3788,Obórki,52.120917,21.165828
3789,Obórki-Wał,52.121198,21.172814
3790,Kępa Oborska I,52.128294,21.166880
3791,Kępa Oborska II,52.125004,21.154916
3793,Aleja Bzów,52.099130,21.032931
3794,Dzikiej Róży,52.100770,21.035456
3795,Julianowska-Cmentarz,52.080643,21.039816
3796,Górna,52.036936,20.990324
3797,Wólka Pęcherska,52.030878,20.981161
3798,Anemonów,52.018220,20.969549
3800,Leśna,52.071601,20.977565
3801,Łoziska,52.069477,20.985859
3802,Orężna,52.069514,20.991367
3804,Kościół,52.027941,20.958236
3805,POD Głosków,52.022285,20.955717
3806,Runów Osada,52.015296,20.949473
3807,Runów Osada II,52.010337,20.944818
3808,Henryków-Urocze,51.999783,20.936799
3809,Gromadzka,51.994317,20.934948
3810,Kościół,52.042210,20.994250
3811,Waniliowa,52.070048,20.996976
3812,Imbirowa,51.995499,20.929592
3813,Jesówka,52.039236,21.012304
3814,Przebudzenia Wiosny,52.031933,21.019838
3815,Koralowych Dębów,52.028220,21.029130
3816,Wiekowej Sosny,52.027310,21.036150
3817,Wichrowa,52.036562,21.015687
3818,Łąkowa,52.000609,21.044947
3819,Cmentarz,52.040526,21.000113
3820,Rosy,51.998194,20.922779
3821,3 Maja,52.001550,20.914540
3822,OSP Złotokłos,52.003859,20.908685
3824,Runowska,52.011300,20.899750
3825,Ogrodowa,52.023329,20.907658
3826,Sadowa,52.028710,20.913456
3827,Baszkówka,52.035972,20.923265
3828,Wierzbowa,52.037160,20.931673
3829,Graniczna,52.096594,21.005650
3830,os.Kwiatowa,52.096341,21.001308
3831,Przebiśniegów,52.094765,21.001097
3833,Szkoła,52.092172,21.001644
3834,PKP Nowa Iwiczna,52.090358,20.996896
3835,Główna,52.052748,20.986318
3836,Północna,52.056359,20.983197
3837,Zaleśna,52.059485,20.980290
3838,Bobrowiecka,52.058123,20.973571
3839,Bajeczna,52.059731,20.966939
3840,Bobrowiec,52.065996,20.961952
3841,Okrąg,52.096328,21.009605
3842,PKP Zalesie Górne,52.027058,21.039962
3843,Bielawa-Pętla,52.108858,21.141464
3844,Bielawa I,52.108798,21.135024
3846,Ogrody Bielawy,52.108032,21.130247
3847,Habdzin I,52.094885,21.153270
3848,Habdzin II,52.093990,21.159425
3849,Habdzin III,52.097539,21.164736
3850,Habdzin IV,52.092381,21.178007
3851,Łęg,52.091928,21.184820
3852,Czernidła,52.088537,21.190693
3853,Gassy,52.083128,21.197951
3854,Gassy-Pętla,52.079799,21.201929
3855,Anusin,52.094839,21.170936
3856,Opacz-Szkoła,52.102655,21.165957
3857,Sadowa,52.005858,21.039275
3858,Opacz,52.104126,21.167862
3860,Czarnów,52.056575,21.097867
3861,Starego Dębu,52.061133,21.098742
3862,Cmentarz,52.068435,21.099867
3863,Cedrowa,52.071508,21.099296
3865,Kazimierzowska,52.076477,21.098448
3866,Obory-Pałac,52.083296,21.141999
3867,Obory,52.080852,21.147341
3868,Baczyńskiego,52.075173,21.153409
3869,Olszyna Łyczyńska,52.072539,21.159075
3870,Grzybowska,52.067969,21.164866
3871,Cieciszew-OSP,52.060747,21.174640
3872,Żwirowa,52.058857,21.165820
3873,Słomczyn-Kościół,52.060146,21.159120
3874,Łyczyn,52.064257,21.151750
3875,Kawęczynek II,52.047428,21.149076
3876,Kawęczynek I,52.046998,21.137158
3877,Topolowa,52.049345,21.135154
3878,Borowina III,52.051215,21.126884
3879,Borowina II,52.052409,21.117067
3880,Borowina I,52.053323,21.111978
3881,ZGK,52.072954,21.117011
3882,Witwickiego,52.076080,21.117457
3883,Leśnych Boginek,52.021806,21.041006
3884,Słowicza,52.009418,21.039692
3885,Parkowa,51.998917,21.038341
3886,Słoneczna,51.986972,21.037396
3887,Piskórka,51.988894,21.003349
3888,Leśna,51.976496,21.010854
3889,Złota,51.957376,21.026440
3890,Ogrodowa,51.949224,21.017102
3891,Północna,51.945854,20.999584
3892,Działkowa,51.944403,20.990264
3893,Czołchańskiego,51.940756,20.961221
3895,Długa,52.000193,21.050611
3896,Graniczna,51.994310,21.051343
3897,Kasztanowa,51.991032,21.051321
3898,Kędzierówka,51.981366,21.039217
3899,Uwieliny-Szkoła,51.974514,21.041578
3901,Warszawa Służewiec,52.181086,20.987108
3902,Warszawa Dawidy,52.128993,20.991166
3903,Warszawa Jeziorki,52.109615,20.993315
3904,Nowa Iwiczna,52.089649,20.995742
3905,Piaseczno,52.066943,21.016958
3950,Grochowa,52.003927,20.985106
3952,Ogrodowa,52.103381,21.040399
3953,Cieciszew-Las,52.063932,21.170047
3954,Pieczyska,51.921869,21.019657
3955,Zadębie,51.935408,21.012922
3956,Okrzeszyn II,52.126809,21.149014
3957,Babiego Lata,51.963020,21.061868
3959,Obręb,51.952779,21.115688
3960,"Siedzikówny ""Inki""",52.071340,21.009853
3961,Centrum Rehabilitacji,52.076688,21.124791
3962,Dom Rencisty PAN,52.074455,21.123551
3963,Sue Ryder,52.068886,21.116246
3964,Słoneczników,52.010759,20.963837
3965,Prosta,51.956999,21.150658
3966,Dębówka,51.960002,21.158351
3968,Czaplin,51.952600,21.156811
3969,Słomczyn,52.052573,21.154715
3970,Os.Elsam,52.074622,21.129252
3971,Bronisławów,51.967222,21.083652
3972,Jarzębinowa,51.944549,21.012139
3978,Nowe Wągrodno,51.945100,21.035480
3980,Modrzewiowa,51.961665,21.067635
3983,Wrzosowa,52.061290,21.026809
3984,Świętojańska,52.061395,21.030723
3986,Majowy Zakątek,52.062586,21.034400
3989,Leśna,51.942107,20.979428
3990,Klonowa,51.957318,21.076539
3991,Cieciszew-Stary Kościół,52.059767,21.175587
4001,pl.Zawiszy,52.225368,20.991867
4002,Ochota-Ratusz,52.222508,20.986632
4003,pl.Narutowicza,52.220396,20.984985
4004,Och-Teatr,52.214723,20.979960
4005,Bitwy Warszawskiej 1920 r.,52.211521,20.977267
4006,Dickensa,52.205955,20.972424
4007,Korotyńskiego,52.202141,20.969024
4008,PKP Rakowiec,52.197993,20.965464
4009,1 Sierpnia,52.195882,20.963512
4010,Włochy-Ratusz,52.193603,20.961425
4011,Hynka,52.190665,20.958908
4012,Krakowiaków,52.184943,20.953668
4013,Lipowczana,52.183274,20.951596
4014,Instytut Lotnictwa,52.178724,20.946930
4015,P+R Al.Krakowska,52.176099,20.943806
4016,Szyszkowa,52.171967,20.939599
4018,Stoicka,52.167477,20.934961
4019,Na Skraju,52.163770,20.930740
4020,Olszowa,52.160570,20.936780
4021,Rybna,52.159036,20.941687
4022,Przelotowa,52.156691,20.950580
4023,Ogrody Działkowe Na Skraju,52.156302,20.959604
4024,Schronisko dla Zwierząt,52.155913,20.963209
4025,Ogrody Działkowe Paluch,52.153418,20.965291
4026,Paluch,52.151714,20.965035
4027,CH Blue City,52.212038,20.954871
4028,Raszyńska,52.219861,20.989364
4029,Pomnik Lotnika,52.215562,20.988137
4030,Banacha-Szpital,52.209624,20.987418
4031,Uniwersytet Medyczny,52.204773,20.985773
4032,Pruszkowska,52.200788,20.984391
4033,Rakowiec,52.197917,20.983413
4034,Baleya,52.195621,20.982670
4035,Novotel,52.190711,20.980990
4036,Leżajska,52.188542,20.980224
4037,Sasanki,52.182674,20.978309
4038,Komitetu Obrony Robotników,52.178995,20.978165
4039,Ośrodek Wojskowy,52.174773,20.979166
4042,Białobrzeska,52.221786,20.978319
4043,Grzymały-Sokołowskiego,52.219953,20.971861
4044,Dw.Zachodni,52.218142,20.967070
4046,Śmigłowca,52.210414,20.950296
4047,PKP WKD Al.Jerozolimskie,52.205760,20.943216
4048,Popularna,52.201614,20.937159
4049,Łopuszańska,52.196661,20.929963
4051,Berestecka,52.212562,20.953480
4052,pl.Starynkiewicza,52.226023,20.994585
4053,Janki Małe,52.128990,20.883550
4055,Wolica,52.119182,20.868611
4056,Długa,52.113839,20.856590
4057,Paszków,52.110976,20.833273
4059,Kajetany,52.092431,20.814249
4060,Gołębia,52.085612,20.825322
4061,Rolna,52.081660,20.831572
4062,POD Kajetany,52.077804,20.837356
4063,Szamoty,52.067697,20.843775
4064,pl.Szwedzki,52.132598,20.895185
4065,Działkowa,52.129738,20.897165
4066,Nowy Sękocin,52.124845,20.895238
4067,Stary Sękocin,52.111080,20.889889
4068,Sękocin Las,52.104335,20.887197
4069,Podleśna,52.093301,20.882991
4070,Łazy,52.082796,20.878708
4071,Radiostacja Łazy,52.075229,20.875716
4072,Marysin,52.067933,20.872853
4073,Wygoda,52.059673,20.869620
4074,Kolonia Warszawska,52.052752,20.866925
4075,Leszczynka,52.047725,20.864959
4076,Mroków,52.039412,20.861701
4077,Graniczna,52.025960,20.876550
4078,POD Szczaki,52.022233,20.880306
4079,Szczaki,52.011366,20.891043
4081,Na Bateryjce,52.213133,20.960807
4082,al.Bohaterów Września,52.211254,20.960371
4083,Modra,52.089017,20.819945
4084,Astronautów,52.184561,20.974970
4085,Radarowa,52.188116,20.964077
4086,Nowotyska,52.196869,20.894554
4087,Orzechowa,52.191881,20.949257
4088,Przedpole,52.192768,20.944688
4089,WKD Raków,52.194350,20.936086
4090,Zajezdnia Kleszczowa,52.196522,20.924876
4091,Dojazdowa,52.198162,20.920010
4093,Zapustna,52.195583,20.910608
4094,Dzieci Warszawy,52.192928,20.908758
4095,Szancera,52.194886,20.899684
4096,pl.Tysiąclecia,52.193713,20.890660
4099,Spisaka,52.189394,20.884608
4100,Malinowa,52.193734,20.883541
4102,Techników,52.204327,20.923390
4103,Płużańska,52.207103,20.924960
4104,Instalatorów-KAM,52.198139,20.958632
4106,Instalatorów,52.200351,20.949028
4107,Skorochód-Majewskiego,52.205066,20.973884
4108,Banacha,52.209911,20.980398
4110,Sosnkowskiego,52.190021,20.889875
4111,Jasielska,52.198319,20.979404
4112,Mołdawska,52.201854,20.979279
4113,Wiślicka,52.204008,20.975571
4114,Salomea,52.187443,20.911181
4116,Hala Kopińska,52.217204,20.978082
4117,Rokosowska,52.213787,20.973936
4118,Opaczewska,52.209905,20.970531
4119,Szczęśliwice,52.208080,20.963905
4120,Urbanistów,52.207347,20.968261
4121,Wawelska,52.216846,20.981885
4122,al.Wielkopolski,52.216514,20.995427
4123,Adamieckiego,52.193649,20.895804
4125,Skoroszewska,52.193496,20.903779
4126,CH Reduta,52.211598,20.949379
4127,Gierdziejewskiego,52.199055,20.878498
4128,Posag 7 Panien,52.201620,20.874220
4129,PKP Ursus Płn.,52.205823,20.888578
4130,Regulska,52.183526,20.870352
4131,Starodęby,52.184351,20.899557
4134,Piastowska,52.187928,20.873528
4135,Władysławów,52.063324,20.920754
4136,Graniczna,52.099700,20.899140
4137,Hale Banacha,52.208600,20.974486
4138,Norwida,52.173829,20.852935
4140,Niemcewicza,52.221266,20.983932
4141,Ogród Działkowy im.Warneńczyka,52.184220,20.960960
4143,Drzewieckiego,52.181438,20.973909
4144,Wirażowa,52.177425,20.984787
4146,PKP Okęcie,52.166564,20.985320
4147,Terminal Cargo,52.158039,20.986509
4149,PKP Gołąbki,52.207880,20.863610
4150,Centrum Mody,52.102134,20.826548
4152,Lindleya,52.223410,20.996509
4153,NIK,52.218932,20.999097
4154,Szczęśliwicka,52.213619,20.969127
4155,Młyn,52.160751,20.927541
4157,Sportowa,52.154305,20.920873
4158,Kościół,52.150613,20.916971
4159,Puchały,52.146120,20.911152
4160,Aleja Hrabska,52.144193,20.908666
4161,Falenty-Pałac,52.138570,20.919580
4162,Falenty-Osiedle,52.136836,20.923372
4163,Falenty Nowe,52.133354,20.919538
4166,Janki,52.138560,20.901120
4167,Rybie,52.149620,20.936412
4168,Promyka,52.146801,20.945691
4169,Objazdowa,52.145155,20.953965
4170,Spółdzielnia,52.136947,20.971243
4171,Długa,52.134210,20.974620
4172,Baletowa,52.133358,20.979230
4173,Łady-Szkoła,52.127348,20.961300
4174,Łady,52.125486,20.955075
4175,Nowy Podolszyn,52.121845,20.947660
4176,Podolszyn,52.119052,20.944127
4177,Kwiatów Polnych,52.129868,20.979860
4178,Boryny,52.124258,20.979564
4179,Miklaszewskiego,52.121155,20.979390
4180,Starzyńskiego,52.117536,20.979220
4181,Zamienie,52.112843,20.979090
4182,Zgorzała,52.111206,20.985850
4183,WKD Opacz,52.180676,20.905404
4184,Badylarska,52.177149,20.910740
4185,Henryka Probusa,52.204490,20.865890
4190,Szeroka,52.032362,20.822168
4193,Kościuszki,52.165992,20.806231
4194,al.Wojska Polskiego,52.159733,20.801472
4195,Os.Staszica/Pętla,52.153900,20.792613
4196,Jasna,52.157074,20.793499
4198,Okęcie Business Park,52.183378,20.965661
4199,Stawy,52.204454,20.921435
4200,Lotnisko Chopina-Odloty,52.172074,20.973369
4202,Terminal Autokarowy,52.168737,20.974537
4205,Bełzy,52.195262,20.874360
4206,Stadion,52.150531,20.929213
4207,Orląt Lwowskich,52.190944,20.865595
4209,Prażmowska,52.192921,20.879202
4210,Kuźnicy Kołłątajowskiej,52.188925,20.877188
4211,Ursus-Sanktuarium,52.191627,20.861249
4212,Parowcowa,52.211792,20.913640
4213,Wałowicka,52.208744,20.913925
4214,PKP Włochy,52.205261,20.915649
4215,Przepiórki,52.203095,20.904685
4216,Ursus-Ratusz,52.201675,20.896170
4217,PKP Ursus,52.196616,20.885155
4218,Lalki,52.197022,20.880747
4219,Śmigielska,52.198247,20.870555
4220,Władysława Hermana,52.195240,20.863170
4221,Ursus-Niedźwiadek,52.190287,20.862549
4222,Rybnicka,52.207546,20.904879
4223,Szuberta,52.208249,20.900539
4224,Nowe Włochy,52.208799,20.895459
4225,Sympatyczna,52.209582,20.920463
4226,Królowej Bony,52.198878,20.866893
4228,Wojciechowskiego,52.195927,20.879662
4229,Lelewela,52.191344,20.854877
4230,Kino Baśń,52.186661,20.844727
4231,Traugutta,52.184709,20.840597
4232,Dąbrowskiego,52.189395,20.840323
4233,Toruńska,52.192625,20.839175
4236,Orzeszkowej,52.177585,20.840102
4237,Żywiecka,52.185537,20.903858
4244,Kościuszki,52.093253,20.805412
4250,Magdalenka,52.098340,20.909380
4251,Lesznowola,52.091218,20.933631
4253,Wilcza Góra,52.068903,20.948402
4254,Batalionu Włochy,52.197742,20.904352
4255,Poczty Gdańskiej,52.199199,20.901704
4259,Chełmońskiego,52.191224,20.900693
4260,Lesznowola-Pole,52.095970,20.923310
4262,Walerego Sławka,52.197311,20.897633
4263,Winogronowa,52.055308,20.744603
4264,Brzozowa,52.032088,20.870395
4265,Łanowa,52.017676,20.884863
4266,Kosów,52.055010,20.829556
4267,Wólka Kosowska,52.057380,20.843020
4268,Parlamentarna,52.127446,20.979743
4269,Szkolna,52.086308,20.947264
4270,Postępu,52.081156,20.968842
4271,Kolonia Lesznowola,52.075544,20.966421
4272,Kostowiec,52.061735,20.744871
4273,Zielona,52.067788,20.934010
4274,Polna,52.065613,20.927766
4275,Krótka,52.080770,20.975562
4276,Kielecka,52.082231,20.994066
4277,Nowa,52.082799,21.003378
4278,CH Wólka Kosowska,52.057639,20.858629
4279,Okrężna,52.157993,20.945535
4283,Prystora,52.189182,20.903856
4284,Skorosze,52.186725,20.896464
4285,Urząd Gminy,52.090014,20.801126
4286,Starowiejska,52.083478,20.792547
4287,Stara Wieś,52.082080,20.767402
4288,Rusiec,52.077882,20.783931
4289,Urzut,52.070590,20.758968
4290,Rozalin,52.048919,20.744907
4291,Pałacowa,52.048493,20.753772
4292,Kanarkowa,52.049856,20.767906
4293,Młochów,52.048316,20.780957
4295,Żabieniec,52.074698,20.769985
4297,Leśniczówka,52.030427,20.782797
4298,Krakowiany,52.023174,20.786800
4299,Wola Krakowiańska,52.029836,20.801701
4300,Garbatka,52.031467,20.813057
4301,Parole,52.036453,20.821581
4302,Parole-Pętla,52.040138,20.815114
4303,Jadwisin,52.194053,20.969526
4304,Urząd Statystyczny,52.193240,20.973140
4305,Zajezdnia Ursus Płn.,52.205734,20.884517
4306,Czerwona Droga,52.201490,20.868140
4307,Warszawska,52.199964,20.874105
4308,Suchy Las,52.185849,20.884813
4309,Melcera,52.183357,20.885493
4310,Harfowa,52.201343,20.964091
4311,Przy Parku,52.202001,20.956440
4312,Maszynowa,52.202811,20.949413
4313,Plutonu Torpedy,52.196787,20.890097
4327,Rebusowa,52.175080,20.919979
4329,Kolibra,52.106040,20.978392
4330,Przepiórki,52.101939,20.975831
4331,Kameliowa,52.096534,20.973639
4332,Leszczyńskiego,52.205913,20.870215
4333,Kozaków,52.062802,20.845217
4334,Jesionowa,52.181034,20.887799
4336,Hassa,52.188910,20.898540
4337,Henryka Brodatego,52.193767,20.860097
4338,Dobosza,52.211718,20.966379
4339,Zielonej Gęsi,52.207368,20.859598
4340,Konotopska,52.206903,20.865110
4342,PKP Ursus-Niedźwiadek,52.192050,20.869610
4343,Keniga,52.194724,20.867528
4347,Węzeł Nadarzyn,52.093570,20.808829
4348,PKP Żwirki i Wigury,52.193570,20.981904
4349,P+R Nadarzyn,52.090999,20.800152
4351,Grójecka,52.199894,20.967021
4355,Habicha,52.204195,20.879773
4356,Gniewkowska,52.212842,20.922139
4358,Bakaliowa,52.109201,20.966736
4359,Kakaowa,52.112534,20.966297
4360,Błędna,52.114899,20.972491
4361,Dawidowska,52.115701,20.977072
4700,Łączna,52.030773,20.848247
4701,Niezwykła,52.026346,20.867767
4801,Urząd Gminy,52.089928,20.936655
4802,Willowa,52.128820,20.928630
4803,Olszynowa,52.122038,20.929990
4804,Tolak,52.115761,20.930740
4805,Janczewice,52.110455,20.931582
4806,Al.Jedności,52.103075,20.931884
4810,Łazy-Szkoła,52.076552,20.891068
4811,Lokalna,52.068566,20.893771
4813,Rolna,52.080322,20.883893
4814,Wola Mrokowska,52.030114,20.858086
4815,Postępu,52.030914,20.837669
4816,Jastrzębiec,52.031520,20.829200
4817,Krasickiego,52.090308,20.985837
